User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
478,24,,1,0
479,43,,1,0
480,51,,0,0
481,39,,1,1
482,39,,1,0
483,39,,1,1
484,57,,1,0
485,35,,1,0
486,46,,1,1
487,51,,1,4
488,39,,1,0
489,55,,1,0
490,42,,1,0
491,40,,1,0
492,31,,1,4
493,39,,1,0
494,59,,1,10
495,53,,1,0
496,41,,1,1
497,49,,1,2
498,33,,0,0
499,36,,0,1
500,29,,1,15
501,49,,1,2
502,39,,1,0
503,40,,1,0
504,57,,1,0
505,56,,1,0
506,51,,1,11
507,58,,1,7
508,67,,1,0
509,36,,1,8
510,27,,1,4
511,60,,0,2
512,49,,1,3
513,49,,1,7
514,35,,1,3
515,60,,1,3
516,53,,1,1
517,38,,1,29
518,48,,0,0
519,37,,1,0
520,42,,1,0
521,50,,1,0
522,41,,1,4
523,39,,0,0
524,26,,1,4
525,25,,1,0
526,34,,1,1
527,25,,1,0
528,31,,1,0
529,47,,1,1
530,61,,1,0
531,52,,1,1
532,56,,1,0
533,68,,1,1
534,39,,1,0
535,40,,1,0
536,53,,1,0
537,45,,1,1
538,28,,1,0
539,33,,1,0
540,71,,1,0
541,46,,1,0
542,56,,1,0
543,36,,1,2
544,35,,1,0
545,58,,1,6
546,53,,1,2
547,64,,1,32
548,45,,0,0
549,44,,1,0
550,52,,0,2
551,49,,1,0
552,52,,1,0
553,56,,1,0
554,45,,1,0
555,35,,1,0
556,38,,1,0
557,32,,1,0
558,39,,1,0
559,32,,1,0
560,35,,1,2
561,34,,1,0
562,48,,1,0
563,36,,1,1
564,40,,1,0
565,47,,0,12
566,41,,1,0
567,33,,1,2
568,33,,1,3
569,39,,1,3
570,54,,1,4
571,44,,1,0
572,39,,1,0
573,24,,1,0
574,65,,0,0
575,64,,1,30
576,40,,1,1
577,39,,1,0
578,42,,0,3
579,34,,0,2
580,38,,0,0
581,29,,0,3
582,49,,0,1
583,39,,0,0
584,48,,1,2
585,66,,1,2
586,25,,1,0
587,36,,1,0
588,46,,0,1
589,37,,1,1
590,42,,1,1
591,26,,1,1
592,33,,1,2
593,52,,1,0
594,41,,1,0
595,25,,1,0
596,47,,1,0
597,24,,1,0
598,32,,0,5
599,44,,1,1
600,66,,1,2
601,64,,1,1
602,39,,1,0
603,42,,0,1
604,35,,1,0
605,59,,1,0
606,64,,1,1
607,40,,1,11
608,22,,1,1
609,53,,0,4
610,34,,0,1
611,35,,1,0
612,29,,1,2
613,24,,1,1
614,37,,1,0
615,65,,1,0
616,36,,1,6
617,35,,1,0
618,27,,1,3
619,36,,1,0
620,28,,1,1
621,46,,1,0
622,70,,1,0
623,57,,1,0
624,69,,1,12
625,28,,1,0
626,36,,1,4
627,40,,1,0
628,80,,1,6
629,44,,1,0
630,36,,1,3
631,41,,1,2
632,48,,0,3
633,49,,1,11
634,42,,0,1
635,37,,1,0
636,38,,1,4
637,58,,1,0
638,47,,1,2
639,36,,1,1
640,66,,1,0
641,51,,1,7
642,38,,1,0
643,40,,1,2
644,35,,0,8
645,36,,1,1
646,37,,0,0
647,30,,1,1
648,35,,1,0
649,48,,1,0
650,49,,1,1
651,70,,1,11
652,40,,1,8
653,38,,0,0
654,27,,1,0
655,46,,1,1
656,50,,1,0
657,65,,0,55
658,22,,1,1
659,93,,1,3
660,43,,1,10
661,67,,1,4
662,45,,1,0
663,42,,1,1
664,58,,1,6
665,52,,1,1
666,25,,1,1
667,35,,1,0
668,37,,1,2
669,29,,0,7
670,29,,0,0
671,47,,1,0
672,25,,1,1
673,39,,1,0
674,30,,1,0
675,34,,0,17
676,60,,0,0
677,45,,1,1
678,55,,1,1
679,34,,1,0
680,36,,1,1
681,62,,1,1
682,57,,1,1
683,23,,1,0
684,37,,1,0
685,68,,1,0
686,58,,1,0
687,36,,0,1
688,52,,1,84
689,39,,1,0
690,33,,1,0
691,48,,1,2
692,23,,0,2
693,38,,1,1
694,24,,1,0
695,38,,0,1
696,52,,1,0
697,36,,1,12
698,26,,1,1
699,35,,0,11
700,48,,1,9
701,59,,1,14
702,46,,1,0
703,49,,1,7
704,31,,0,0
705,29,,1,0
706,45,,0,27
707,32,,1,0
708,40,,1,14
709,69,,1,1
710,28,,1,2
711,74,,1,1
712,48,,1,2
713,35,,1,0
714,50,,1,0
715,38,,1,1
716,42,,1,0
717,45,,1,8
718,38,,1,0
719,51,,1,1
720,38,,1,0
721,46,,1,2
722,30,,1,0
723,45,,1,43
724,31,,1,1
725,36,,1,1
726,49,,1,0
727,39,,1,0
728,48,,1,0
729,55,,0,2
730,36,,1,0
731,25,,1,0
732,47,,1,0
733,41,,1,5
734,38,,1,0
735,29,,0,11
736,34,,1,4
737,33,,1,0
738,66,,1,0
739,29,,1,15
740,44,,1,1
741,47,,1,7
742,39,,1,0
743,44,,1,1
744,40,,0,2
745,39,,0,0
746,50,,1,0
747,52,,1,1
748,54,,1,1
749,34,,1,5
750,60,,1,14
751,22,,1,0
752,58,,1,0
753,55,,1,0
754,62,,0,0
755,43,,0,2
756,26,,1,0
757,37,,1,0
758,32,,1,0
759,33,,1,4
760,43,,1,0
761,44,,1,21
762,37,,0,1
763,49,,0,0
764,34,,1,42
765,40,,1,1
766,42,,1,1
767,36,,0,2
768,46,,0,4
769,32,,0,0
770,24,,1,1
771,44,,1,0
772,33,,1,0
773,38,,0,2
774,42,,1,29
775,35,,0,0
776,52,,1,1
777,38,,1,3
778,25,,1,1
779,56,,1,1
780,56,,0,0
781,23,,1,0
782,53,,0,12
783,47,,0,0
784,45,,1,0
785,33,,1,0
786,56,,1,1
787,43,,0,2
788,49,,1,1
789,36,,1,0
790,58,,1,1
791,35,,1,3
792,66,,1,3
793,43,,0,8
794,42,,0,12
795,43,,1,3
796,54,,1,0
797,36,,1,0
798,43,,1,0
799,68,,1,3
800,60,,1,0
801,32,,1,0
802,55,,1,2
803,39,,1,0
804,60,,1,1
805,42,,1,0
806,50,,0,0
807,23,,0,14
808,39,,1,0
809,32,,1,0
810,56,,1,0
811,61,,1,7
812,34,,1,0
813,48,,0,2
814,34,,0,0
815,42,,0,0
816,49,,1,0
817,29,,1,0
818,43,,0,0
819,63,,1,1
820,34,,1,0
821,60,,1,2
822,39,,1,2
823,39,,1,7
824,32,,1,24
825,39,,0,15
826,54,,0,0
827,71,,1,0
828,46,,0,0
829,30,,1,0
830,59,,0,2
831,26,,1,2
832,46,,1,37
833,31,,1,0
834,46,,1,0
835,35,,0,1
836,61,,0,0
837,34,,0,6
838,55,,0,0
839,36,,1,6
840,46,,1,0
841,49,,1,0
842,28,,0,0
843,74,,1,2
844,37,,1,0
845,38,,1,0
846,82,,1,5
847,49,,0,7
848,41,,1,0
849,35,,1,0
850,23,,1,0
851,37,,1,0
852,41,,1,5
853,56,,1,6
854,42,,1,1
855,30,,1,0
856,52,,1,1
857,43,,1,1
858,29,,0,1
859,27,,1,1
860,26,,1,0
861,28,,1,2
862,45,,1,13
863,29,,1,0
864,47,,1,0
865,28,,1,0
866,38,,0,17
867,64,,1,1
868,64,,1,3
869,52,,1,6
870,52,,1,3
871,72,,1,2
872,43,,1,1
873,39,,0,11
874,29,,0,0
875,47,,1,9
876,28,,1,0
877,51,,1,0
878,35,,1,9
879,66,,1,1
880,50,,0,4
881,37,,1,3
882,36,,1,4
883,43,,0,11
884,42,,1,0
885,60,,1,1
886,44,,0,3
887,63,,0,0
888,26,,1,0
889,42,,0,4
890,48,,1,0
891,34,,1,3
892,32,,1,0
893,30,,1,0
894,43,,1,0
895,59,,1,2
896,36,,1,0
897,66,,1,0
898,39,,1,7
899,48,,0,2
900,52,,1,11
901,30,,0,1
902,40,,0,3
903,48,,0,0
904,53,,1,1
905,29,,1,0
906,46,,1,0
907,46,,1,2
908,40,,1,0
909,44,,1,2
910,56,,1,3
911,69,,1,0
912,47,,1,3
913,21,,1,0
914,47,,0,0
915,67,,0,1
916,66,,1,1
917,51,,1,3
918,35,,1,1
919,41,,1,1
920,46,,1,0
921,43,,1,0
922,43,,1,10
923,36,,1,8
924,41,,1,12
925,55,,1,0
926,52,,1,0
927,50,,0,0
928,77,,1,1
929,39,,1,0
930,57,,1,1
931,65,,1,0
932,44,,1,1
933,45,,1,12
934,60,,0,0
935,35,,1,0
936,46,,1,0
937,27,,0,0
938,30,,1,0
939,20,,1,12
940,51,,1,0
941,35,,1,6
942,46,,0,0
943,35,,0,0
944,41,,1,10
945,39,,0,0
946,40,,1,0
947,27,,1,0
948,40,,0,4
949,36,,1,0
950,35,,1,0
951,25,,1,1
952,37,,1,2
953,29,,1,1
954,44,,1,0
955,31,,0,1
956,54,,1,0
957,31,,1,11
958,82,,1,0
959,39,,1,0
960,39,,1,1
961,28,,1,0
962,38,,1,0
963,37,,0,0
964,41,,1,0
965,36,,0,3
966,55,,1,5
967,43,,0,0
968,32,,1,0
969,55,,1,2
970,54,,1,0
971,58,,1,0
972,67,,0,1
973,47,,1,1
974,31,,1,0
975,36,,1,6
976,48,,1,1
977,21,,1,3
978,29,,1,0
979,50,,1,0
980,36,,0,0
981,41,,1,0
982,41,,1,1
983,34,,1,2
984,41,,1,9
985,33,,1,1
986,66,,1,3
987,45,,1,0
988,31,,1,4
989,68,,1,4
990,65,,1,11
991,51,,1,0
992,69,,0,15
993,48,,0,0
994,41,,0,0
995,70,,1,3
996,37,,1,8
997,36,,1,1
998,29,,1,0
999,34,,1,2
1000,48,,1,0
1001,63,,1,10
1002,49,,1,0
1003,35,,0,0
1004,30,,1,0
1005,35,,1,0
1006,83,,1,0
1007,67,,1,4
1008,39,,1,2
1009,39,,1,0
1010,71,,1,3
1011,34,,1,0
1012,37,,1,2
1013,59,,1,0
1014,40,,1,0
1015,27,,1,0
1016,28,,1,4
1017,44,,1,0
1018,47,,1,0
1019,42,,1,0
1020,31,,1,0
1021,26,,1,0
1022,59,,0,1
1023,33,,1,1
1024,47,,1,0
1025,46,,1,1
1026,24,,1,2
1027,34,,1,0
1028,53,,1,3
1029,38,,1,0
1030,35,,1,0
1031,58,,1,0
1032,33,,1,6
1033,67,,1,14
1034,32,,1,1
1035,59,,1,1
1036,82,,1,0
1037,46,,1,5
1038,34,,1,0
1039,25,,1,0
1040,35,,1,0
1041,42,,1,0
1042,35,,1,0
1043,41,,1,0
1044,53,,1,0
1045,30,,1,0
1046,43,,0,0
1047,50,,0,13
1048,23,,1,1
1049,52,,1,0
1050,38,,1,6
1051,66,,1,0
1052,69,,0,2
1053,40,,1,2
1054,48,,1,0
1055,40,,1,0
1056,39,,1,0
1057,71,,0,0
1058,42,,1,3
1059,57,,1,6
1060,54,,1,0
1061,46,,0,0
1062,23,,1,0
1063,44,,1,1
1064,45,,1,1
1065,22,,1,4
1066,35,,1,0
1067,52,,1,0
1068,50,,1,1
1069,48,,1,1
1070,41,,1,2
1071,53,,1,4
1072,57,,0,6
1073,20,,1,1
1074,30,,1,4
1075,42,,1,0
1076,53,,1,11
1077,26,,1,4
1078,39,,0,1
1079,47,,1,3
1080,46,,1,0
1081,33,,1,2
1082,58,,1,4
1083,49,,1,6
1084,52,,1,0
1085,55,,1,4
1086,27,,1,7
1087,46,,1,0
1088,41,,1,3
1089,26,,0,9
1090,40,,1,0
1091,29,,0,0
1092,72,,1,2
1093,56,,1,3
1094,23,,1,1
1095,66,,1,0
1096,31,,1,0
1097,48,,1,1
1098,54,,0,0
1099,63,,0,0
1100,32,,1,8
1101,77,,1,0
1102,40,,1,0
1103,28,,1,1
1104,39,,1,0
1105,43,,0,4
1106,37,,0,6
1107,44,,1,8
1108,52,,1,7
1109,33,,1,0
1110,53,,1,0
1111,65,,0,1
1112,62,,0,4
1113,45,,1,0
1114,47,,0,6
1115,42,,1,1
1116,38,,1,0
1117,40,,0,17
1118,39,,1,2
1119,49,,0,4
1120,51,,1,0
1121,31,,0,0
1122,41,,0,5
1123,52,,1,12
1124,64,,1,0
1125,39,,1,0
1126,53,,1,1
1127,48,,1,1
1128,64,,1,1
1129,48,,1,2
1130,39,,1,0
1131,33,,1,7
1132,68,,1,9
1133,36,,0,1
1134,62,,1,0
1135,42,,0,30
1136,37,,1,10
1137,51,,1,0
1138,38,,1,2
1139,59,,0,6
1140,56,,0,4
1141,63,,0,0
1142,48,,0,8
1143,32,,0,1
1144,49,,1,0
1145,62,,1,0
1146,33,,1,0
1147,46,,0,0
1148,38,,1,2
1149,35,,0,0
1150,35,,1,8
1151,26,,1,2
1152,31,,1,0
1153,55,,1,34
1154,45,,1,2
1155,58,,1,0
1156,39,,0,55
1157,46,,1,4
1158,59,,1,2
1159,32,,0,0
1160,40,,1,1
1161,68,,1,0
1162,68,,1,1
1163,48,,0,10
1164,62,,1,0
1165,53,,1,1
1166,28,,1,1
1167,41,,0,71
1168,38,,1,5
1169,46,,1,2
1170,49,,1,0
1171,56,,1,3
1172,37,,1,2
1173,23,,1,0
1174,38,,1,0
